"treatment","outcome","parential_income","score"
1,2.51208468763873,2.46787346954155,74.4687741294727
1,2.21050204638777,1.95028015116503,74.0910677022715
1,2.62950453329541,2.37186047452291,73.1577925941768
0,1.71384863538145,2.01146568016473,54.4326661712602
1,1.92534332976241,2.29296886922375,74.7244593101701
0,2.87086185687312,1.64533867802514,53.960476405436
0,1.59923114195449,1.65158494068664,54.0628665560336
0,2.25742418584036,1.66118271992894,53.444348999981
1,1.72065538305343,2.45800501316057,74.9643697111815
1,2.70137058576103,1.85577856493135,73.5768413743944
1,1.81201067701899,1.96825350472984,74.0801626205047
0,1.69363400735473,1.69102836736068,53.0279633866877
0,1.8432304651424,2.19370468898296,53.5285308813415
0,2.42558244989262,2.1208841532608,53.1496907828289
1,1.74594950455357,2.08849525956217,74.8253217731738
1,2.30278625564116,2.45076930733246,74.5352451777781
1,2.35517822452472,1.82471898812038,74.7407602334911
0,2.05302459280875,1.63037753176368,53.2986699771998
0,2.3693290357497,2.05377703773999,53.6064524632461
1,1.69857865848771,2.23657325288534,75.3966180453485
1,1.97012415511177,2.05247813684665,75.1932512872399
1,2.32068529092159,1.75998808380381,75.0476715125918
0,2.31765083588024,1.50067495387081,54.2417504489209
1,1.78516660771433,2.22333354802731,73.9646409210252
0,1.95561555312234,1.54882565728685,54.035800482706
1,1.59715946290148,2.5181023020961,73.8072721065642
1,2.69103499400636,2.47704158831278,73.2422057807598
1,2.30193847165965,2.72123996921089,74.3004719336811
0,1.83263991522356,2.0567319979852,54.8163120101514
1,2.46889586993623,1.88207378206798,74.196660128387
1,2.01544901277608,2.36577722291256,75.0009789926973
1,1.91250410189147,2.37638371345195,75.1171338063451
1,1.79693039028122,2.69432625976772,73.9636465876324
0,1.81948558302909,1.92723387172203,54.332922131485
1,2.069258389344,2.76789198465465,73.581772794825
1,1.4972712678941,2.08851619495789,74.6751213492064
0,2.20603489742085,1.64468795659954,53.6911383662378
0,2.06684054653626,1.57259718053658,54.0698650528726
0,2.21676071911295,1.97098717819719,53.9180658545037
1,2.52310623008833,2.47225316283839,75.3208009573982
0,1.86039597818072,2.4684794267512,53.2028994231389
0,1.76333628863449,1.66077105656225,54.3181398365103
0,2.50467968031389,2.35929557545436,53.2737262643779
0,1.80007457842276,2.21519034726678,53.6978237195521
0,1.57998951828309,1.9606933028212,54.2149589993302
1,2.72322995889323,2.69276990520375,74.477904105402
1,2.75297440454469,2.86621833735701,74.0110663964396
0,2.25782249326972,2.5974331388754,53.651473117185
1,2.472908594746,2.50360407657073,74.142177679763
0,1.96724159286911,2.04841308817981,54.7219094084825
0,2.52227370145013,2.55061481862434,53.1005041189239
0,2.07714802870924,1.81989064426082,54.1613435778073
0,1.93193531327675,1.21065119670329,54.308922025497
0,1.58523327773148,1.83132249222722,53.9289482339817
1,2.54331393852847,2.49954741046917,73.7708817899223
1,2.07421840015361,2.34460833095936,74.0862608277972
0,2.63650712508612,2.33368683775748,53.2221023443204
0,1.67578176375518,2.44348620103212,53.7554173426617
1,2.00254838362508,2.79480580970609,73.426106778428
1,2.89647796484915,2.50727766199516,73.2707056912402
0,2.21181119191476,2.48999155789058,53.0425920457189
0,1.77197777767842,1.56926480877089,53.6081657723014
1,2.24148869668375,1.62094813782519,74.2158850471722
1,2.0411567244734,2.12892001946631,74.1887863752799
1,2.24248000284611,2.27529695349208,75.1915436505178
0,2.39795502918007,2.32259932789592,52.6023595069627
1,2.15119644154081,2.47479514192248,73.7179117475637
1,1.68214392588517,2.08954346096441,74.2371861062734
0,2.89216157187237,1.97532550639822,54.2216912752136
1,2.98274269048266,2.4191625834928,74.0447526410503
1,1.90114147294372,2.18013629214492,74.0970089335994
1,1.77458775303727,2.38463764366706,74.8380834030524
1,2.59520336191766,2.873986727638,74.7794420001165
1,2.2194402436812,2.63751366890486,73.7309341550664
1,2.1294130959831,2.32696964238517,74.115237154856
1,2.02333183731582,2.30520764787136,75.2425066809415
1,2.15750387588343,1.83713274055532,73.7847369987515
1,2.13951980938306,2.06322916234064,74.231451689425
1,1.72095287028203,2.39399609776483,74.7407036754276
0,2.15550206530837,1.75167018706059,53.8475406324777
1,2.26808084230333,2.06828560974276,74.2801445640389
0,2.14032482845047,2.16756290533112,53.3047658254894
1,1.85959376736422,1.65444556679196,75.0627332492704
0,2.20774566654123,1.95335067739044,53.6720265660034
1,2.45722267168698,2.73147859360475,74.472363027362
0,2.40769879684709,1.35868013559061,53.4247298790489
1,1.6637455305517,2.33705897506414,74.4277323911327
0,1.92939070073305,1.9841894662963,54.7619722376511
1,1.96794273787097,2.32454012653618,75.1332716395405
0,1.97017022366235,1.88127158374111,53.637394484426
1,1.66370814204098,1.89738147649634,74.6102891490386
1,2.58617697110221,2.59530080778134,74.1982045231825
0,2.18335794718571,1.80005842240303,53.7397289559682
0,1.83951121458076,2.08813322940381,54.3248536047176
1,2.72289272782929,2.26623610766578,73.5766133192979
0,2.03737870499651,2.4018588294878,53.0499745880173
1,2.00722313313553,2.58337533200352,75.3468817892926
0,1.74873903350108,2.47316233991941,53.4034747093271
1,2.93481266481559,2.08632225721727,74.227220169623
1,1.74652567473552,2.48170974421745,74.4399140325671
1,2.62528095833946,2.46019183063662,73.9226331301393
1,1.97086321133262,2.16622957859936,73.3579338361169
0,2.27488436173225,2.49922697060902,53.3591605128626
0,1.98798770078273,2.25992796979588,53.9210651475021
0,2.27024885926419,1.86560885173557,54.1490025274794
1,1.98062116332509,2.23891450043835,73.6677772060105
0,2.4141456168719,1.60781042815398,53.8394221489607
1,1.94704018460546,2.27978543453925,73.8515968812413
0,1.94078156863739,1.40790217450297,54.3059687606771
1,2.3016913674289,2.80558419366501,74.1513048041354
1,2.40077222745547,2.03800827808028,73.8843900264602
1,1.64761967311262,2.05068750784233,73.5926216981328
1,1.81636877930593,2.50641286150775,73.5755802640618
1,1.86060867567379,2.11656496225836,73.7671296342948
1,2.38054794067362,2.23703743742702,74.7041657797583
0,2.28578173828182,2.18342087901859,54.3194157686611
1,1.89703522062953,2.01861980561283,74.600045530465
0,2.10031719840383,1.81360591285261,53.543160428219
1,2.45041366012554,2.15507345509089,74.0331370661713
1,1.74408547523889,2.23782172651543,74.3869321166758
1,2.32988503083839,2.37024872202937,75.6847664039839
1,2.25429513945523,1.86925809941622,74.5766390754372
1,1.98926015932481,2.47410214416997,74.4185112955287
1,2.47624652188554,2.1490443022701,74.0917368663906
1,1.71027891476872,2.32427950589995,74.6510437920474
1,1.73111604744202,2.40064189103696,73.9876684563388
0,2.35915171800747,2.12355201889723,53.0902944368664
1,1.73341521043559,1.84126202191038,74.2587077030588
1,2.58028942041,2.27421707226916,73.3000381888635
1,2.34809203857935,2.09277177695992,74.6575522123201
0,2.15864550986395,1.92925746006237,54.3943921660404
0,2.71270939864464,1.79920840979533,54.0421575008746
1,2.20921351489718,2.25010074330253,74.5251187408284
1,2.55342971077151,2.77525232382594,73.783189474416
1,2.46973853037261,2.04347105073331,74.8077656627545
0,1.90622402777798,2.26297535378275,54.8915990010801
0,2.86094383392974,2.32561479997237,53.0635618735107
1,1.81930343367222,1.74320418136889,75.096954085889
1,1.93500382671094,2.47187897844196,74.0050945300389
1,2.35898798086874,2.43384651153856,74.341585755633
0,2.12615564457614,1.92920249466363,54.1809849937243
1,2.31050868925247,2.23756369951343,74.9107630014559
1,2.31206652908884,2.40599384004514,73.7335132622123
1,1.65914563866912,2.39403085358043,74.6914198275521
1,1.87220990893453,2.02983117203758,74.9791658002453
0,2.35662518119378,1.69081980238764,54.2649898486961
1,2.35991346768514,2.4823390869915,73.6705238018337
0,1.94768163178524,2.06184268190517,53.3587703067218
0,1.61312755788337,2.33096479229813,53.1960540013627
1,1.67489421178163,1.98969151204406,74.3752528371473
0,2.1470103434862,2.1125197576415,53.7957055827963
1,1.9658668036336,2.62608946408675,74.3076758410976
1,2.28362169420521,2.11943455134705,74.147455976083
1,2.33006852359251,3.05516954282978,73.6853724512347
0,2.4596901130202,1.86718244186816,53.1941214562051
1,1.99306059603007,2.53356233577526,74.2368511306904
1,1.86716519861148,2.29722472240743,74.7826831884968
1,2.04403450018472,1.89668058638692,73.665841949747
0,2.0046402752417,1.74143726114783,53.8499094523507
1,2.18504121572147,2.62494024686711,74.6250829698516
0,2.0639104149109,2.63885143560631,53.8552589184018
1,1.90976092244875,3.02602716302184,73.9173257880436
0,1.7307643171356,1.61451002507891,54.0403327231951
1,1.71745103233583,2.17942226084252,74.2049960492364
1,1.55241992391665,2.17772692913756,74.2960326390621
0,2.41525716201697,2.33723386023268,53.076996000465
1,2.0127584489017,2.5051358511123,73.8335483265768
1,2.45613341749504,1.89908222924911,73.9341147189689
1,2.22774597793184,2.62612251346139,74.7672672919648
1,2.00438986214622,2.92092134781647,74.4655538868263
0,2.62092297485809,1.99653607935657,53.9783674451283
0,2.02133667167571,1.71551022495241,53.3221207333634
0,2.19402749788037,2.49240005259031,53.5544391559132
0,2.37640747367853,1.16482347280606,53.4838220296224
1,2.24697521768158,2.41558559730643,73.9156144749766
0,1.91678856214348,1.5402570688091,53.4643750239397
1,2.1722816803765,2.31408509963811,74.6204067443345
0,1.72819655459733,2.53397855459768,54.2234709262862
1,2.22566298566654,2.3443126971158,74.9910944521669
0,2.00991360737287,1.65530320130705,53.6094681395959
0,1.82644407350302,1.54848030441647,53.9620820923467
1,1.70684753134266,2.18970602990084,75.1485150686473
0,1.59358248688512,1.6080925336437,53.8070844843767
1,2.77186016075269,2.41070180159731,73.9322572643692
0,1.82812546625408,1.37127341539375,54.0791641665012
0,2.14681405984742,2.37687884881306,52.949030805991
1,3.1070633020645,2.52267248856004,74.2055722854222
0,1.56915589717503,1.91742145356351,53.5474965198195
0,2.35912309267762,1.84466315637957,53.7004895226429
0,2.17349460155403,1.85252846538478,53.3604048394774
1,2.64834704865401,2.48214216366318,74.4315964090914
0,1.96077418900898,2.0854629317715,54.1104285625937
1,2.44172082800069,2.82062376596234,73.4308407122187
0,2.17792058402442,1.74927375849317,53.4167523584369
0,2.42495941683075,2.15025069991797,53.8146978543643
0,2.60073635934538,1.90263702096672,54.1821641566998
1,2.44181149062359,1.99292486639359,73.8541548884457
0,1.51062466484718,1.99788990252618,53.5813499857065
1,2.37408107171312,1.79370639362593,74.7334879783637
0,2.14548921926716,1.95300326772809,53.7893597025141
0,2.24829802567945,2.4686258686241,53.1521172827946
1,2.14582660514161,2.2789399431423,74.2410431937097
1,2.71501620351457,2.71993620376543,74.1561013044518
1,2.19624177677236,2.09066614701154,73.7816102909045
1,2.59914362637444,2.18902526234259,74.3113209992755
0,2.3338549809265,2.02119805908119,54.1588470697025
1,2.29081221780282,2.68459960276317,74.019479675437
1,2.1251289388087,2.41859324318283,74.3089751560917
1,1.73604079038125,2.00855936979646,74.2676913422287
0,2.08553565078196,1.66076571977406,53.5637705450304
0,2.33244162149399,1.67891037847266,53.7439776579419
0,1.50798246405517,1.99569247709103,53.9373058460158
1,1.96345351928546,2.56190694760186,74.5898556697797
0,2.10811406163965,1.9992054896277,55.021722221265
0,2.16989698800215,2.05490506664088,53.7559697060976
1,1.79448053644077,2.37138147830859,74.6401020615222
1,1.99070041807737,1.77773800325268,74.7225880923144
1,2.71510516361753,2.22926394783162,74.3325795314697
0,2.2376842723576,1.96941553477497,53.304408854424
1,1.79439688467828,2.03073790271474,74.5836675442571
1,2.06023696656723,2.23939215029758,74.4910769592785
1,2.02583688267136,2.61182377190071,73.9583771152183
1,2.03831891550316,2.56193676298581,74.2219532209722
1,2.2108687622194,2.45738046667499,74.2662154450155
1,2.83492622726958,2.73538833635944,74.7056200267867
1,2.9000761755469,2.08211925762406,74.2440833069529
0,1.71676939474647,1.50251309833486,53.9441501933963
1,2.29574791005542,2.15588121283317,74.541251616831
0,2.11373889669829,1.347141911074,54.1435458421115
0,2.65443230103052,1.98890792573082,54.2484295378272
0,2.22270105583405,1.83756780927137,54.2051129009768
1,2.46508768004037,2.41764925625239,73.9550575793438
0,2.05835166163746,1.45173716170161,53.1140744757173
0,2.07890283985773,2.18249258966089,54.1927412234449
1,1.60006301216029,3.33994780146144,73.5860852775901
0,2.74330112044237,2.27503058965277,54.2064232268227
1,2.8633027013292,1.34774437135243,76.2522656685901
1,2.57856482867183,2.32415856609102,74.5499220509757
0,2.44541219358573,1.98716959943887,53.5715928028483
1,2.46216179155446,2.54011388742532,74.5849896839224
1,2.24334122296532,1.72508190424865,74.9941088534495
0,2.10423549650445,1.45958836273564,53.9883795932558
1,2.61184647176574,1.9952656089796,75.5976951905421
1,2.01072469547121,2.45046391186541,74.2901725400341
1,2.11462759822609,2.40427886967771,74.5417346883279
1,2.23007174543744,2.45001802530167,74.4563151302901
0,2.07943249355424,2.46935005650227,53.3601700777398
1,2.15355407887321,2.18849240175433,74.0969444437285
1,2.19497813341819,2.71374533241609,74.0738713328198
1,2.42458451185925,2.81169828258201,73.8268052467174
0,1.85666541942415,2.44353344940583,53.0932500916724
0,1.52488904942459,2.23744636042214,53.5741694472003
1,2.62091098621047,2.48295225465421,74.2243098991713
0,2.33859729811089,1.84241632894532,53.9716015133877
1,1.91658336205278,2.80484121820214,73.3479849289723
0,1.88257302697015,1.78592327646115,54.6126916889683
0,2.04818168327521,1.95930664937295,53.4990272950105
1,2.11577262213584,2.02686991582535,74.4530824834132
1,2.02406072365322,2.13230334564669,74.4344931198513
1,2.03869338455236,2.1071023518173,75.2604651314754
0,1.91333921267677,1.80284281301806,52.4992206633956
1,2.36132921524652,2.09339106392474,73.2545848148532
0,2.88651968560114,2.42648412087881,53.0309144885712
1,1.67289351277032,2.25870625733077,73.2719373098628
1,2.49891759330507,2.06031625991845,74.8927906512974
1,2.52633238762505,2.37075508984924,73.7457651756777
1,2.22678525626849,2.79623507027136,74.1892129614605
1,2.18663740515311,2.60352964230585,74.6405479311671
0,2.14040875926571,2.04270177831244,53.9046556168432
1,1.9053011080082,2.2322811743045,74.6092487476633
1,1.796878003055,2.59063331349733,74.2307144765008
1,1.71122986227986,1.926741604833,73.4814413795142
0,1.73892143866878,1.87968162680613,54.4900147608458
1,2.09967026477885,1.63052049224098,74.2240540877108
1,2.01602319000758,1.78881643742396,74.0629366670967
1,1.41969831419375,2.53235338487158,74.4593906330782
1,1.9505988669053,2.50039468019569,74.1175032706527
1,2.43522700021472,2.0062402471073,74.6322593521998
0,1.68025167724316,1.95521097244663,53.2939621887251
1,2.34229299741099,2.29235593996185,74.2008803980589
0,1.48496683937724,2.06394075752251,53.5633727255182
0,1.82127828911885,1.3283122406369,53.0824737371595
1,2.12723854898083,2.2215341572174,75.2280199391577
0,1.93073453352854,1.36946208033144,53.8409646322518
0,1.92594996581037,1.43035016618642,54.1991199906622
1,1.74493816078333,2.28505525677589,73.9856535013549
1,1.88595305535802,2.10254027863347,75.5112752989173
0,1.75330917535592,1.92119658737018,53.5872750752827
1,2.15651899470487,1.58353585278817,75.1220138856833
1,1.53332973595074,2.31225710556268,74.1850460797909
1,2.32424945769984,1.87346311197178,73.7919475505592
1,1.51049329471367,2.50287761375122,73.7763482121181
1,1.90198507754686,2.13616816069317,74.2457273050256
1,2.3347192663205,2.29886038745802,74.8052570888655
0,1.86237363113349,2.07018297891958,53.3345865494437
1,2.77254847791024,2.67053255128172,73.4591471713265
1,1.94872583264386,2.23948922424685,74.2913565528261
0,1.84161308460141,2.26607933213146,53.8978788686333
1,2.90866368258795,2.42361738075212,74.1407200945643
1,1.63608609955253,2.42114814265422,74.678080675701
1,1.86109584645441,2.37195631363788,73.8317465784508
1,2.04485394191311,2.36287346296542,73.4874982773114
0,2.72480790295535,1.65410436762522,53.7752941732863
1,1.95857477130481,2.34272319496926,74.1976598246314
1,2.2590211637866,2.007290710561,74.1377764619843
1,1.58110218287239,2.54696350907035,74.2608385820697
1,1.84863622900303,2.16248195941558,74.1677558227883
0,3.06105128777087,1.67201894543044,53.3169663299562
0,2.19689574393846,2.15260342841359,54.3189984312191
0,2.0507170523665,2.08083046047947,52.83095123661
1,1.76481139415228,2.30861410693359,74.6243229929994
0,1.94763583189632,1.96525480025685,52.7541818003411
1,2.1149094814566,2.50471958339253,75.4252738400786
1,1.77099629808282,2.12236558231311,74.5847507344189
1,1.87467619630098,2.91975590649303,74.6227878590554
1,1.3844879589607,2.20917388215507,73.7744435688885
0,2.64712770512707,2.32128988415033,52.95387341711
1,1.92474225646078,2.6047167240673,73.6276926194208
0,2.45857579701388,1.83391558553347,54.0329829475927
1,2.34517998764242,2.67467603818302,74.5262673251097
0,2.78221227544087,1.82381661389387,53.9643584715397
1,2.09727963130683,2.37669968765043,73.6331945582746
0,1.90908962249428,1.59407716336937,54.0751966075645
1,1.68956233480957,2.30413353405163,73.4866732933619
0,1.6003423327766,1.87679128839734,53.7345739302048
1,2.22667951850686,2.62019187390403,74.2229393733952
0,2.67700134473835,2.09630533870199,53.1934669191611
0,2.25624945133108,2.23031218427278,53.1346615239451
0,2.33000485045353,1.26464833675204,54.607270827859
1,2.20205288897912,2.16604054850734,74.3072476499581
1,2.74718309032523,1.9371325529592,74.5240454469983
1,2.25007666261995,2.43835619783097,74.0050208924171
1,1.90427823300642,2.03112489394894,74.8207505193652
1,1.90792742575966,2.87820877129083,74.0084455946292
1,2.14449569589054,2.27403430889419,74.8273981666799
1,2.49536690389698,2.00874970264556,74.6622931596952
1,2.21701426354258,2.50566286935167,73.8549781028728
1,2.02415438319498,2.10860603112938,74.7073907988711
1,2.05227593668376,2.4531320839416,74.723446674603
0,2.38362348366575,2.26941526998703,52.857051054544
1,2.91272857105667,1.55343090989888,74.1441665255902
1,2.26859152462704,2.40337610303381,74.1764054874564
1,2.37916693192527,1.97761396983636,73.3103423651571
1,1.96289131997763,2.33370114182681,74.1198749816498
0,2.27260658954639,2.51109826978329,54.026315676306
1,2.06173758344273,3.2512702866247,74.7028499405036
0,1.74770334083205,1.96802442262115,53.6821254280347
1,2.75390413087249,2.05624325013703,73.6636672699973
0,2.44683765161064,1.94050625167215,54.0112878009022
1,3.03957237100971,2.50285705364479,73.6818206231377
0,1.81904953798906,2.15372817884975,53.9255101745227
1,2.32795529835707,3.0339144854592,73.1280912999185
0,2.45823309225065,2.0689195298136,53.070646834224
1,1.75832097959537,1.71532388539834,74.0431390413944
1,2.87449449722964,2.60954601313368,73.9813706803127
1,1.14567502836613,2.11796340994355,74.6225186642676
0,1.51270369237498,2.59538156074507,53.7301814251326
0,2.64695048301626,1.88681750287417,53.6629391348594
1,2.43168024695543,2.10019860295586,75.292870786386
1,2.15373354429806,2.53381958206214,74.3044144535278
1,2.48204322756223,2.20414656016313,74.1529891235661
1,2.44979572933319,2.33531228961672,74.8812836808908
0,1.97732301415212,2.74186265891526,53.3218738804724
1,1.86520654699858,2.408975550638,73.9904917462329
0,1.95270842773745,1.52257310913832,54.6270793368671
0,1.75012503253868,1.87806231874516,52.6659558890433
1,2.35667609632038,2.96983528555856,74.2377104132879
1,1.07587690811473,2.44531270764067,74.3124975645304
0,2.38908665918182,2.61570335221888,52.3522579152037
0,2.25301246110888,2.04203893644878,53.271253347227
0,2.54932612671463,1.91970668860798,54.301207456099
0,2.38093580516525,1.908340885409,53.1651081361297
0,1.96938354899392,1.79824524098487,53.176073002575
1,1.91822998876973,1.5163257238513,74.5381740972482
0,1.56971418841468,2.12983737174146,53.9635115188978
0,1.47790973712526,1.51049875580844,53.6754341576133
0,2.30978405520741,1.38534399641254,53.032981313776
0,2.13323728331699,1.77337285864418,53.8135180628928
0,1.83202108919671,1.562617971799,53.6170272283962
1,1.61323816990901,2.65298834466597,73.2553163775917
0,2.97604203403414,2.00992101732638,53.7950791703427
0,1.75681577776604,1.64735172265002,54.1316689910566
0,2.80588657716028,2.13888967905423,53.7168649966631
1,2.24887528529614,1.84615104941796,74.1064201989533
1,1.93688132915722,2.75367024045337,73.1601879629238
0,2.71506137740975,1.9940497722906,53.5488382458414
0,2.35974735013325,1.87315736675873,53.7073332239181
0,2.19738900036532,1.57959792366511,52.5937855877499
1,2.19481608231645,2.33377892099992,73.8652769426292
1,2.17521987489195,1.64674668879306,74.599144349049
0,1.82387237846479,2.0135697943321,54.4116821825112
0,2.64520346265574,2.02517169077778,53.5057354754684
1,1.5873555166956,2.12276818900714,74.5231026891622
1,3.00681867697382,1.65530291652175,73.7460554068758
1,1.89719341616041,2.81443480678885,73.6872945452244
0,1.91719022895808,1.95484380268701,53.8240890724436
1,2.88015116508184,2.42791291328264,74.197179004287
0,2.24619241550226,1.90564372882658,53.7110393018546
0,2.09850292159225,2.25437383652555,53.7231605468291
0,1.80068013981589,2.13863366037536,53.7652991560774
0,2.15877681169821,2.52707948570487,53.5957060116092
0,2.00288159552676,2.04263690485554,53.8699689358929
0,2.14836956801127,1.77887228819986,53.1097851682822
1,1.69826147005328,2.2056260449854,74.0314274287991
0,1.71345430721992,2.11474598742699,54.0670860715098
1,1.97915887090337,2.32236772692738,74.48219238981
1,2.17367168830081,2.14150110335958,73.5709745231095
0,2.49459536890489,2.69730343267152,52.8760198104927
0,2.31209837440292,2.46348115082749,53.1469243421094
0,2.03159513566194,1.37351228679779,54.5518831597786
0,1.8742067887559,1.64610078060764,52.9355052434265
0,2.0374644653881,2.36349622060321,53.7712648955689
1,1.91168988884776,2.6417561566722,73.5702964167903
1,2.21080246285362,2.02615330567288,73.7404400712384
0,2.39669950557834,2.21494432016215,53.5509540361742
1,2.04429088546928,1.70835595097275,74.7449963438555
1,1.90627307941095,2.52575233402432,74.1219440662767
0,1.70962257761039,1.65480640477461,54.8923587510642
1,2.09581458195202,1.94231966661962,73.719661303055
1,1.82998048881169,2.50358831320533,73.6958866020883
0,2.08475476830257,2.22703564702649,53.3494884466161
1,2.23311853303105,2.26820050387187,73.3047297966737
1,2.51634421739134,2.75275382317048,73.96062841564
0,1.93571506226039,1.70574095241801,53.4346936492938
0,2.09404663702382,1.823308678357,54.89324227469
1,2.5688241892989,2.03055699129587,74.548142000013
1,2.08975872777662,2.53171175744351,74.5310190062413
0,1.93811296612475,1.90777269757598,53.5673862870293
0,1.59537394619726,2.04973102276043,54.070185372093
0,1.91032399276446,1.77486293842855,54.0520481773857
1,1.87324358795664,2.52269015057958,73.6526914639099
1,2.43834341147862,2.33870352040517,73.8457017717028
1,1.99793062270315,2.41266887493135,73.5943947530737
1,2.68999541598566,2.71264222030842,73.2485327018917
0,3.6317579514019,1.33910990521003,54.4741478396437
1,2.77126581730551,1.98690522064846,74.3906328649029
0,1.82536061409378,2.06075540646616,53.5523151324268
0,1.97194069456762,2.11866508889784,53.8256915917294
1,2.12188407361503,2.72814440168161,73.1800109518261
1,1.86636903846379,2.37139009405633,74.2341972675175
0,1.76465131961156,1.75393184605997,54.4350640970995
0,2.42641266103657,1.67590403227926,53.6402577523878
1,2.11414830611525,2.67546933648851,74.1667640619305
1,2.08910740594169,2.36756485962351,74.3101227397921
0,2.15509152389196,1.68074739627179,54.0825670661361
0,1.90617137052058,1.76610071910393,54.196729657453
0,3.10974746736568,2.20550504560004,53.4793666863859
1,2.72675553370418,2.48748329779575,75.1319169585287
0,2.21670190998069,2.17641713425547,53.9690735992863
1,1.96170767823358,2.09206170503499,74.8780763478642
1,2.57221091450225,2.15417023085038,73.9718330870111
0,2.10775666615705,1.74624376770401,52.6050858590066
0,2.32903330447545,2.18804545923788,53.9352895137383
0,2.46000731985328,2.26346230574702,53.6647531810312
0,2.11065669714737,2.2639418161514,53.8185187524417
0,2.72668056570846,2.32445398053693,54.3358199759454
0,1.80755251016149,1.93393730443765,53.609872161948
1,2.63784192398516,2.20111852174156,75.2617844046708
0,1.59052609766086,1.97892912800947,53.5557903800606
0,1.88537336457887,2.12909093457645,54.4503089374825
0,2.55970258035086,1.71805741264699,53.6694354728242
0,1.6677717993353,1.71566627887308,53.8022198676264
1,1.72182324276675,2.30058836063434,74.8829944529109
1,2.04335785003681,1.9930909004161,73.8403952348107
0,1.81656040465589,1.76199676951278,53.1969605504255
1,3.03211016898456,1.46140209919165,75.3226983708462
1,1.9656730403476,2.51013154542593,73.6826283987271
1,2.38481633732614,1.98445140370287,74.4380000749981
0,2.08952953649587,1.87082624691393,53.4954763025837
1,2.42451320963079,2.30324016817837,75.0050655723291
0,2.32436001930427,2.26737911575066,53.0383175002772
0,1.95103293683238,1.9222135097334,54.3343954297072
