"treatment","outcome"
1,2.20603489742085
1,2.06684054653626
1,2.21676071911295
0,2.52310623008833
1,1.86039597818072
1,1.76333628863449
0,2.50467968031389
0,1.80007457842276
0,1.57998951828309
1,2.72322995889323
1,2.75297440454469
1,2.25782249326972
1,2.472908594746
1,1.96724159286911
1,2.52227370145013
0,2.07714802870924
0,1.93193531327675
0,1.58523327773148
1,2.54331393852847
0,2.07421840015361
1,2.63650712508612
0,1.67578176375518
0,2.00254838362508
1,2.89647796484915
0,2.21181119191476
1,1.77197777767842
1,2.24148869668375
0,2.0411567244734
0,2.24248000284611
0,2.39795502918007
0,2.15119644154081
1,1.68214392588517
1,2.89216157187237
1,2.98274269048266
0,1.90114147294372
0,1.77458775303727
1,2.59520336191766
1,2.2194402436812
1,2.1294130959831
0,2.02333183731582
0,2.15750387588343
1,2.13951980938306
0,1.72095287028203
1,2.15550206530837
0,2.26808084230333
1,2.14032482845047
0,1.85959376736422
1,2.20774566654123
1,2.45722267168698
1,2.40769879684709
0,1.6637455305517
0,1.92939070073305
0,1.96794273787097
0,1.97017022366235
0,1.66370814204098
1,2.58617697110221
1,2.18335794718571
0,1.83951121458076
1,2.72289272782929
0,2.03737870499651
1,2.00722313313553
1,1.74873903350108
1,2.93481266481559
0,1.74652567473552
1,2.62528095833946
0,1.97086321133262
0,2.27488436173225
0,1.98798770078273
0,2.27024885926419
1,1.98062116332509
1,2.4141456168719
0,1.94704018460546
1,1.94078156863739
1,2.3016913674289
0,2.40077222745547
0,1.64761967311262
0,1.81636877930593
0,1.86060867567379
1,2.38054794067362
1,2.28578173828182
1,1.89703522062953
0,2.10031719840383
0,2.45041366012554
1,1.74408547523889
1,2.32988503083839
1,2.25429513945523
0,1.98926015932481
1,2.47624652188554
0,1.71027891476872
0,1.73111604744202
1,2.35915171800747
1,1.73341521043559
1,2.58028942041
0,2.34809203857935
1,2.15864550986395
0,2.71270939864464
1,2.20921351489718
1,2.55342971077151
1,2.46973853037261
1,1.90622402777798
1,2.86094383392974
0,1.81930343367222
0,1.93500382671094
1,2.35898798086874
0,2.12615564457614
0,2.31050868925247
1,2.31206652908884
0,1.65914563866912
0,1.87220990893453
0,2.35662518119378
1,2.35991346768514
0,1.94768163178524
0,1.61312755788337
0,1.67489421178163
0,2.1470103434862
1,1.9658668036336
1,2.28362169420521
0,2.33006852359251
1,2.4596901130202
0,1.99306059603007
1,1.86716519861148
0,2.04403450018472
1,2.0046402752417
0,2.18504121572147
1,2.0639104149109
0,1.90976092244875
1,1.7307643171356
0,1.71745103233583
0,1.55241992391665
1,2.41525716201697
0,2.0127584489017
1,2.45613341749504
1,2.22774597793184
0,2.00438986214622
1,2.62092297485809
0,2.02133667167571
0,2.19402749788037
1,2.37640747367853
0,2.24697521768158
1,1.91678856214348
0,2.1722816803765
0,1.72819655459733
0,2.22566298566654
1,2.00991360737287
0,1.82644407350302
0,1.70684753134266
1,1.59358248688512
1,2.77186016075269
1,1.82812546625408
1,2.14681405984742
1,3.1070633020645
0,1.56915589717503
0,2.35912309267762
0,2.17349460155403
1,2.64834704865401
0,1.96077418900898
1,2.44172082800069
0,2.17792058402442
1,2.42495941683075
1,2.60073635934538
0,2.44181149062359
1,1.51062466484718
1,2.37408107171312
0,2.14548921926716
1,2.24829802567945
0,2.14582660514161
1,2.71501620351457
0,2.19624177677236
1,2.59914362637444
1,2.3338549809265
1,2.29081221780282
0,2.1251289388087
0,1.73604079038125
0,2.08553565078196
0,2.33244162149399
0,1.50798246405517
0,1.96345351928546
1,2.10811406163965
1,2.16989698800215
1,1.79448053644077
0,1.99070041807737
0,2.71510516361753
1,2.2376842723576
0,1.79439688467828
0,2.06023696656723
0,2.02583688267136
0,2.03831891550316
0,2.2108687622194
1,2.83492622726958
1,2.9000761755469
1,1.71676939474647
1,2.29574791005542
1,2.11373889669829
1,2.65443230103052
0,2.22270105583405
1,2.46508768004037
0,2.05835166163746
0,2.07890283985773
0,1.60006301216029
1,2.74330112044237
1,2.8633027013292
1,2.57856482867183
0,2.44541219358573
0,2.46216179155446
0,2.24334122296532
0,2.10423549650445
1,2.61184647176574
0,2.01072469547121
0,2.11462759822609
1,2.23007174543744
0,2.07943249355424
1,2.15355407887321
0,2.19497813341819
0,2.42458451185925
0,1.85666541942415
0,1.52488904942459
1,2.62091098621047
0,2.33859729811089
1,1.91658336205278
1,1.88257302697015
1,2.04818168327521
0,2.11577262213584
0,2.02406072365322
1,2.03869338455236
1,1.91333921267677
1,2.36132921524652
1,2.88651968560114
0,1.67289351277032
0,2.49891759330507
1,2.52633238762505
0,2.22678525626849
1,2.18663740515311
0,2.14040875926571
0,1.9053011080082
0,1.796878003055
0,1.71122986227986
0,1.73892143866878
0,2.09967026477885
1,2.01602319000758
0,1.41969831419375
0,1.9505988669053
0,2.43522700021472
0,1.68025167724316
0,2.34229299741099
0,1.48496683937724
0,1.82127828911885
1,2.12723854898083
0,1.93073453352854
1,1.92594996581037
1,1.74493816078333
0,1.88595305535802
0,1.75330917535592
0,2.15651899470487
0,1.53332973595074
0,2.32424945769984
1,1.51049329471367
0,1.90198507754686
1,2.3347192663205
0,1.86237363113349
1,2.77254847791024
1,1.94872583264386
1,1.84161308460141
1,2.90866368258795
1,1.63608609955253
0,1.86109584645441
0,2.04485394191311
1,2.72480790295535
0,1.95857477130481
1,2.2590211637866
0,1.58110218287239
0,1.84863622900303
1,3.06105128777087
0,2.19689574393846
1,2.0507170523665
0,1.76481139415228
0,1.94763583189632
0,2.1149094814566
0,1.77099629808282
0,1.87467619630098
0,1.3844879589607
1,2.64712770512707
1,1.92474225646078
1,2.45857579701388
1,2.34517998764242
1,2.78221227544087
0,2.09727963130683
1,1.90908962249428
0,1.68956233480957
0,1.6003423327766
1,2.22667951850686
0,2.67700134473835
1,2.25624945133108
1,2.33000485045353
1,2.20205288897912
1,2.74718309032523
1,2.25007666261995
0,1.90427823300642
0,1.90792742575966
1,2.14449569589054
1,2.49536690389698
1,2.21701426354258
1,2.02415438319498
1,2.05227593668376
0,2.38362348366575
1,2.91272857105667
0,2.26859152462704
1,2.37916693192527
0,1.96289131997763
1,2.27260658954639
0,2.06173758344273
0,1.74770334083205
1,2.75390413087249
1,2.44683765161064
1,3.03957237100971
0,1.81904953798906
0,2.32795529835707
0,2.45823309225065
1,1.75832097959537
1,2.87449449722964
0,1.14567502836613
0,1.51270369237498
0,2.64695048301626
1,2.43168024695543
0,2.15373354429806
1,2.48204322756223
0,2.44979572933319
0,1.97732301415212
0,1.86520654699858
0,1.95270842773745
0,1.75012503253868
1,2.35667609632038
0,1.07587690811473
0,2.38908665918182
1,2.25301246110888
1,2.54932612671463
1,2.38093580516525
0,1.96938354899392
0,1.91822998876973
0,1.56971418841468
0,1.47790973712526
0,2.30978405520741
1,2.13323728331699
0,1.83202108919671
0,1.61323816990901
1,2.97604203403414
0,1.75681577776604
0,2.80588657716028
1,2.24887528529614
1,1.93688132915722
1,2.71506137740975
1,2.35974735013325
0,2.19738900036532
0,2.19481608231645
0,2.17521987489195
0,1.82387237846479
1,2.64520346265574
1,1.5873555166956
0,3.00681867697382
1,1.89719341616041
0,1.91719022895808
1,2.88015116508184
1,2.24619241550226
0,2.09850292159225
0,1.80068013981589
1,2.15877681169821
1,2.00288159552676
0,2.14836956801127
0,1.69826147005328
0,1.71345430721992
0,1.97915887090337
1,2.17367168830081
1,2.49459536890489
0,2.31209837440292
0,2.03159513566194
1,1.8742067887559
0,2.0374644653881
1,1.91168988884776
1,2.21080246285362
1,2.39669950557834
0,2.04429088546928
0,1.90627307941095
0,1.70962257761039
1,2.09581458195202
0,1.82998048881169
1,2.08475476830257
1,2.23311853303105
1,2.51634421739134
1,1.93571506226039
0,2.09404663702382
0,2.5688241892989
1,2.08975872777662
0,1.93811296612475
0,1.59537394619726
1,1.91032399276446
0,1.87324358795664
1,2.43834341147862
0,1.99793062270315
1,2.68999541598566
1,3.6317579514019
1,2.77126581730551
0,1.82536061409378
0,1.97194069456762
1,2.12188407361503
0,1.86636903846379
1,1.76465131961156
1,2.42641266103657
0,2.11414830611525
0,2.08910740594169
1,2.15509152389196
0,1.90617137052058
1,3.10974746736568
1,2.72675553370418
0,2.21670190998069
1,1.96170767823358
0,2.57221091450225
1,2.10775666615705
1,2.32903330447545
0,2.46000731985328
0,2.11065669714737
1,2.72668056570846
0,1.80755251016149
1,2.63784192398516
0,1.59052609766086
1,1.88537336457887
1,2.55970258035086
0,1.6677717993353
0,1.72182324276675
0,2.04335785003681
1,1.81656040465589
1,3.03211016898456
1,1.9656730403476
1,2.38481633732614
1,2.08952953649587
0,2.42451320963079
1,2.32436001930427
0,1.95103293683238
1,2.6040313693575
0,1.950912780943
1,1.81112420610008
0,2.52828480778341
1,2.09020656997203
1,1.35371895264663
1,2.10952980721404
1,2.8744690912251
1,2.14777695145357
1,1.99644385144953
1,1.79920434469015
0,2.16656979776544
1,2.8052536501915
1,2.36404878928985
1,2.03736281212281
1,1.90038190315224
0,1.79917916765998
1,2.53056065753498
0,2.06810264459596
1,2.73770369303412
1,2.52802921615127
0,2.36150440527702
0,1.67937405820649
0,1.67330015343905
1,1.72629863602033
0,2.59831473331101
1,2.69148489418631
0,1.95003823918017
0,1.58001949107771
0,2.45490195502319
1,2.06267825338819
0,1.85739606810348
0,2.20329695955685
1,2.44033006089781
0,1.5852119715362
0,1.75916065437825
1,2.20492366167883
1,2.71774525811822
1,2.55293822833595
0,2.41909587409731
0,1.93978561396991
1,2.76816059945589
0,2.52630185888368
0,1.41738283317208
0,1.84161742866322
0,2.08774092604006
0,2.54963479262449
0,1.36697468005593
0,1.72883071805961
0,1.89991426946578
1,2.23477096195451
1,2.34651883098997
1,2.35297927979395
1,2.27281294269092
0,1.64873081781312
1,2.33644372672385
0,1.52970164025873
1,2.21520536712557
1,2.15287643945097
1,2.61703662960462
1,2.88301469672657
0,2.25705662111013
0,1.90127168849481
0,2.78944213572951
0,1.95818401588769
1,2.56903574725205
1,2.17191429884566
0,1.40220806743315
1,2.40746551124657
1,1.91085955264805
0,1.75349089460963
0,2.20109082386588
0,2.06866613098854
1,1.67459206831702
0,1.9218428533952
1,2.66041507934594
1,1.76318127327172
1,2.43687922259894
0,1.58627313916366
1,2.05025584728296
1,2.29162445727405
0,2.10666241710491
0,1.72894990022633
0,1.92972087623749
0,1.90449847321895
1,1.81964744159738
0,1.62632527480926
1,1.95843231124826
1,2.20880296910453
1,2.50838069683324
0,1.92513368654812
0,1.69086440066082
0,1.68479770081667
1,2.08526499606938
0,1.62031002409437
0,2.09200130003206
1,2.32177688255671
1,2.3811639268779
1,2.21922121747628
0,2.00166391533524
1,2.44210649284802
1,1.91035820200187
0,1.42858449766203
0,2.3758338258848
0,1.82054918253653
0,1.52427895360979
1,2.74366098805513
0,1.79341038353885
1,2.47165306816622
0,2.55532365104857
1,2.81440621796937
1,1.676692277083
0,2.0687073230054
1,2.59681735802266
1,2.41970961520607
0,2.07495633941083
1,2.46395791670384
0,1.94907018992173
1,2.07721198992899
1,2.01726313965673
1,1.66795736006123
0,1.8682522184153
1,2.72277484475602
1,1.82968695481139
0,1.76105844406596
1,1.43577263247108
1,2.21382856495003
0,1.88393170981194
0,1.88331776814239
0,1.84181461745803
0,1.61006691230084
0,2.08624703971905
0,1.98425767426784
1,1.78234596031034
0,2.18778318149396
1,2.59676101268813
0,2.27155707691239
1,2.23603419464122
1,3.17292982208632
1,2.5450498898149
0,1.97906839968115
0,2.21454032009103
1,2.97832522676473
1,2.62041986120367
1,2.72743925409259
0,2.29511926307023
0,2.34367115251476
0,1.64739451239982
1,2.58179760695793
1,2.30026472800879
1,1.64636936765133
1,2.13413630312785
1,2.64449407059103
0,2.36787258470358
0,2.02491550047102
1,1.94805115044156
1,2.17939776895585
0,2.16218092452053
1,2.7174062090799
0,1.80648447713716
1,1.89872593742771
1,2.30552676603769
1,2.38954817719935
0,1.77756376011878
1,2.49081562070728
0,2.11596725778288
1,2.6053318247768
1,1.5482356692104
0,1.93517440390069
0,2.11760387289056
0,1.87102965872464
1,2.1237186240998
0,1.77850104323831
1,1.94978328350046
1,2.05145681876878
1,2.20888630906683
0,1.81769284171013
0,2.41565727848093
1,2.23943958147638
0,1.92390754671041
1,2.82190564715739
0,1.9975318331316
1,2.78556570887075
1,2.20273931472467
0,1.8709713162024
1,2.60213633889641
1,2.57624122859307
1,2.89843662470544
0,1.77292632544269
1,2.28389616581701
1,2.53473159969967
1,2.52954245796611
0,2.097544803551
0,2.05573857208368
0,2.5115404454897
1,2.71923723031955
1,1.74482776187522
1,2.22749402268982
0,2.34699232018108
0,1.79062175023483
0,2.36448567575015
1,2.56931019756682
1,2.7150887938961
1,1.73445400486585
0,2.01886813068406
1,2.13627974251335
0,1.82290083674447
0,2.09967620765908
1,1.72030385732055
0,1.75895835293471
0,1.92925543912913
1,2.3824716383859
1,2.37460904226331
1,2.19678621780319
1,2.86939749661142
0,2.13531099123317
0,1.79199998709716
0,1.97571381696452
0,2.13641913522239
1,2.46819523356627
0,2.18617347703379
0,1.40510981732315
1,2.24135657746001
1,2.54266189275283
1,2.18306689158916
0,1.89903234761505
1,2.4337481563623
1,2.37223814521103
1,2.66203866153325
0,2.47813149592739
1,2.34627964253501
0,2.0325930722083
1,1.90029013143545
1,2.2967455270461
0,2.42509015151426
0,2.5283403729221
1,2.70282034584617
1,2.3842425062254
0,1.20864815081956
1,1.84398499321532
1,2.4552104959233
0,1.78457802064344
0,2.07270799287475
1,2.78492899819533
1,1.87729386298351
1,1.90440604101092
1,2.32852846546814
0,1.57915987629986
1,2.46681970079658
0,1.56431452501841
0,1.84718244345998
0,2.05516702498471
0,2.02024325721199
0,1.48183027131614
0,2.11483560600475
1,1.80252459499644
1,2.56266863362847
0,1.92102461768728
0,2.17514269970798
0,2.33090022984959
1,2.33545892139196
0,2.5634570593641
1,2.27790420063135
1,1.80470645786073
1,2.32798514894215
1,2.4852415398011
1,1.43765720107642
0,2.11166969035679
1,2.16022964530249
1,2.46120605055275
1,2.40967030734827
0,1.83426215470416
1,2.39230844555898
1,2.4896118646079
0,2.1196853226239
0,1.96556086936608
1,2.79226620683322
1,2.2696554885455
1,2.29960803180111
0,2.20677720422599
1,1.78584116487455
0,2.36047550377821
1,2.11749694412775
1,2.22061294915442
0,1.93280621358363
1,2.33742794369371
0,2.15740770018016
0,2.67324212187799
0,1.8262621599198
1,2.87233618361955
1,2.48988636423547
0,2.28806287931846
1,1.51091543243602
1,2.54683557338045
0,1.51037796324096
0,1.40120014144817
1,2.54817124507172
0,1.81201680342652
1,1.94545139480364
0,1.97055962453887
1,2.54062876073873
1,1.83994532855081
1,2.29172204906273
0,1.45620200831868
1,2.12130679843421
1,2.37822618124474
0,1.95035500330897
0,2.49530015581672
0,1.8622948860607
0,2.39402339486041
0,2.660255247864
0,1.35529153659992
1,2.25894950948875
0,2.41242239806823
1,2.17985311007843
0,1.80410649589336
1,1.71861806392378
0,1.77440676131661
0,2.77382265767492
0,1.88233543149688
1,2.31846456193905
1,2.01867350806438
1,2.72425082339734
0,1.99263214726653
1,2.32028312178182
0,2.90958296043934
1,2.05808304452416
1,2.17135567857352
0,1.87814898329167
0,2.29979798774842
1,1.8823397329229
0,2.40327883490301
1,2.41614469114167
1,1.98324893048658
0,2.0286347538839
0,1.84416778280972
1,1.94490769373433
1,2.01256867667526
0,1.67482532639171
1,2.51539398548945
1,2.36227356006434
0,1.59383782800106
1,2.65145768474661
0,1.86271233436782
1,2.58568279549336
1,2.80786211295892
0,2.20158084920716
0,2.40046536171772
1,1.95982946575275
0,1.87419710806033
1,2.61065376992705
1,2.20361264013902
1,1.95180072080603
1,2.257518818528
0,1.82343587044572
1,2.95723791484408
1,1.63299165297171
1,2.22915447300481
1,2.41183577134846
1,2.37011676665426
1,2.63912418379821
1,3.0005559789794
0,1.84268977951187
1,2.35422687292381
0,2.17965293226014
1,2.33635765634163
0,1.99549516888817
0,1.99354248807788
0,1.84768960626835
1,2.02158290882054
1,2.87864753958936
1,2.18547286538822
1,2.37062028473676
1,2.05550760346021
0,2.05242368475226
0,2.04900820967035
1,2.31872822647803
0,1.98149411425568
0,1.63875312526158
1,2.16101932729113
1,1.9857635745943
1,2.15570970544589
0,2.43295625408519
0,2.34606498583226
1,2.13001033661386
0,2.14251067949202
1,2.20227914719232
0,1.93199594261085
1,2.39521440269977
0,2.25797638163967
0,2.18015326238127
0,2.35661530476676
0,2.51764364918794
0,2.01146167977456
0,2.20487985102594
0,1.82065157527508
0,2.87816431601681
0,2.26387616716718
0,2.09621469036629
0,1.78259711116745
0,1.95100345943507
0,1.94375581573002
1,1.79543648624295
0,2.06367614398496
0,1.71320046260904
0,2.01853740906503
0,1.84766042365606
1,2.5901943199047
1,2.17804112049531
0,2.12508170651298
0,1.86874277519446
1,1.85510215266438
1,1.69699693130623
0,2.00390955116085
1,2.38949404450967
1,2.09447581203839
1,3.02030209996981
0,1.52925506924805
0,2.2658235091153
0,2.29460457622016
1,2.54354469367522
0,1.41812620576023
0,2.506713949398
0,1.59610349401304
0,2.68950951958271
1,1.52559782411992
0,2.27187200215758
1,2.18060864567528
1,2.05164321425154
1,2.46209627893631
1,1.98835933019829
0,2.27173427445686
1,2.68341163027365
0,2.00950838849569
1,2.82693018209143
1,2.54143587245029
1,2.34363631618416
1,2.43420601663622
0,2.40757546700311
0,2.5704566232857
1,2.32860117257589
0,2.09295827196978
0,2.18939310338684
0,2.01556448823728
1,2.38113199638483
0,2.13168629789329
0,2.09945370185141
0,2.71060804073989
0,1.87238055625893
1,2.20572413573198
0,2.5202140864887
1,2.46708961434198
0,1.60541747163889
1,1.93877592666578
0,1.29668012298567
1,2.56431282593546
1,1.9270840277317
1,2.0875731852346
0,1.98696916544054
0,2.31638957150281
1,2.5455337064624
1,1.98131097738257
0,2.07602151961473
1,2.88427508082019
0,2.16179357036632
0,2.00379741820223
1,2.13118471310611
0,1.83421598418239
0,2.11463355550509
0,1.78555714197436
1,2.37666405912118
1,1.88735688208771
1,2.49452789532378
1,1.90137447548656
1,2.37192166281021
1,2.48957629958594
1,1.96396907355865
0,1.87014866758597
0,2.0345422110807
0,2.85822613116635
1,1.23533944465027
0,2.07488316890588
0,2.37801692843531
1,1.63855529331627
0,1.88328694521134
0,1.68992140920775
0,2.00282090832933
0,2.50238571652585
0,1.8543632369932
1,2.1601364312482
1,2.01368410840438
1,2.56913211586281
1,2.46685551036173
1,2.59613817234811
1,2.34384001236798
0,1.88132681624392
1,2.78346549628012
0,1.25821855631933
0,2.29444255762635
1,2.25921251779466
1,1.86285440792982
0,1.80501984032576
1,2.65175653185028
1,2.29961411471778
0,2.60058122245659
0,1.84185034488524
1,2.54785976614695
1,2.43488618764875
1,2.30902494423977
1,2.8302136865461
0,1.86936747323111
1,2.24605300182491
0,1.92711400290976
0,1.97289162338911
0,2.79679238154695
0,1.95319872180774
0,1.93956931509534
1,1.92902642945444
1,2.88860110001288
1,2.72179131258409
1,1.72675973929791
0,1.83649757102654
1,2.35389182673497
1,2.28399301874609
0,2.29327025597628
0,1.87998820600861
0,2.07267804062102
0,1.98557696110048
1,2.38124389970305
0,1.90032082916097
0,2.13046205275999
1,2.72571127144392
1,2.6515654964825
0,1.79953498614103
1,2.76673385666932
0,1.62711318377497
0,2.57050812748055
0,1.64290717219064
0,1.49239665001465
1,2.43121739338596
1,2.54735897520165
0,1.84892508553308
1,2.040685755253
0,2.7097554972542
0,1.66092805896962
0,1.76870624896551
1,2.07978522855956
1,2.74697277513511
0,2.22438768007794
1,2.80394843974905
0,1.69386029350344
0,1.94413540771907
1,1.61511875760861
0,2.1744626994854
1,2.12128342806853
1,2.64516251686487
1,2.78197002942549
0,2.33424363578815
1,1.95139510717563
0,1.68924156373527
1,2.47839870689573
0,2.50913676537628
0,2.20178184261525
1,2.28455552021282
0,2.33137574532835
0,2.52557684376444
0,2.07653393350096
0,2.17437220293921
1,2.23905547773816
1,1.74867065139748
1,2.38620401014898
0,1.91005707774182
1,1.97880985295593
0,1.89034872019404
1,3.06047098619573
1,2.058747238357
1,1.90210680250772
1,2.50148097025354
1,2.11146187935882
0,1.91851386634046
1,2.38668232683244
1,2.07717788405038
1,1.91329146259211
1,1.94640735048458
0,2.18806778528888
0,1.86449553106573
0,2.4769210414171
1,2.52030222623523
1,2.12724824757879
1,2.30827675349606
0,2.08363058118048
0,1.60049582429877
0,1.76328534867954
0,1.97710801365744
0,1.76334738381798
1,2.37901118866463
1,2.59377379606605
0,2.06998159092757
1,1.93400703913527
0,1.84829356549047
1,2.21330227857326
1,2.2189154704223
1,2.59721589521775
0,2.07476162359799
0,1.89513759891922
1,1.954302832687
0,2.28761808100888
0,2.07278067762974
1,1.87840303218361
0,2.27418651599877
1,2.45771748130513
0,1.59868856352013
1,2.08540655086977
0,1.84144720845144
0,2.52556230137325
1,2.54303893319682
1,2.54583630341728
0,2.11453678332136
0,1.59309424365052
0,1.97064876815914
1,2.34535202002877
0,1.89623574074005
0,2.03836981385491
1,2.96690604441434
0,1.98789624847223
1,1.45272497158434
1,2.34305304573122
0,2.31381905869981
0,1.80885250396759
0,1.75284277585256
1,2.2693925443124
1,2.74864199694184
0,1.87848232138507
1,2.547245023388
1,1.64883150975018
1,2.43217821204144
1,1.93891700005398
0,2.1696894505578
0,2.3305037218703
1,3.10365343102191
0,2.10544501326319
1,2.10260160230682
1,2.5388726634579
1,1.70032960549415
1,3.13080597011706
1,2.26153197741634
0,2.24020056621014
1,2.54770982241066
1,1.7253933994134
1,2.64714342596946
0,1.89577839171636
0,2.11957762743169
1,2.45923417967736
0,1.30228182832993
0,1.71950905587407
1,2.10170261242229
1,2.72322808665394
1,1.93959129294525
1,1.81435305562273
0,1.51385055506166
0,1.58296021003684
1,1.79139371997482
0,2.5199287955195
0,1.97550966856859
0,1.84454537287165
0,1.95582319190528
0,1.71805969141005
1,1.52436559622009
1,1.92548117083389
1,2.1200987622013
1,2.29677864895077
1,2.22594429540664
0,1.92953601219109
1,2.47714387669372
1,2.26322245085679
1,2.18069518496298
1,2.43596780014908
1,1.65755504500654
0,1.93741315701285
0,1.84244012228197
1,2.20463197396177
1,2.69753841543398
0,2.21095798984954
1,1.99867895131698
1,2.5418178864836
1,1.95606749916981
1,2.31131266344232
1,2.34612928717346
1,2.22624323598203
0,2.46680641967163
1,1.76048204074772
1,2.45044130509547
1,2.83681604513517
0,1.71008725241133
1,2.61652663648892
0,1.79755266516822
0,2.10952746558903
0,1.66685364466456
0,1.92044552040738
0,2.40260866682696
0,1.86244023474862
1,2.7222681780199
1,2.67698505295246
1,2.04466529725648
1,3.02865824843981
1,2.41416083048475
0,2.05296112839717
1,2.90184107342956
1,2.3410586888635
1,2.2014083462005
0,1.89330081098033
0,2.16538898181349
0,1.70329155718442
1,2.35727205862132
0,1.87953032275473
0,1.73317037726101
1,2.61797393534937
0,1.64635257590989
0,1.80511682169868
1,2.0088432062815
1,2.88262141715644
0,1.94855021390423
0,2.32412628860508
1,2.4366454898864
0,2.04664138946135
0,1.34961021142534
1,2.23075053415611
1,2.2930782115575
1,2.39092023251475
0,2.45324664327803
0,2.41216369547827
1,1.63972829949107
1,1.98003163740595
0,2.41632698915418
0,2.00146781495405
0,1.84579081976598
1,2.96039495467248
1,2.63463789920109
0,2.27042771392142
1,1.87699537461131
0,1.89480193609614
0,1.3777417750039
0,1.83015794215096
1,1.85509171601099
0,1.62990865300045
0,2.0332194282758
1,2.11744067709472
1,1.89625814182017
0,2.05110878182576
1,2.77364284140199
1,2.46876598917666
1,3.16684314750633
1,2.45574964807207
1,2.731897416789
1,1.61482553488058
1,1.44549553363045
1,2.61555820992473
0,2.0811084479594
1,1.68177496472608
0,1.80303827463782
1,2.00804116926654
1,2.40435457846168
1,2.61644480225527
1,1.7739455370666
1,2.65886843022078
1,1.60009070966471
0,1.79618523615
1,2.80569235562535
1,2.74691083218431
0,1.83844375677719
1,2.63093974072536
1,2.39168348623281
0,2.02859740191965
1,2.87492459133369
1,1.94031113222831
1,2.5667500183208
1,2.1535851757597
1,1.96415578750846
0,1.3035803002646
1,1.94671899901877
1,2.56320735952933
1,2.30607116998531
0,1.76037990880954
0,1.36963623312796
0,2.09329707378774
1,2.44385311139694
0,1.35335781012194
1,1.96719076242581
0,1.99001600627972
1,2.59251329950798
0,2.4668033567541
0,2.06962347169383
1,2.30194456931581
0,1.78110608379023
1,1.49759966040737
1,2.4802070000158
1,2.60459845021631
0,2.3690872427935
0,2.11560679766464
0,1.70253593499875
0,2.18430688805055
0,2.2634058548251
1,2.43046564216429
0,1.73310923726009
0,2.63781929209707
1,2.45031143548787
1,1.90572420103242
0,2.0049852955101
0,2.09662179964013
0,2.06698645529951
1,1.95953526345603
1,2.13921214925542
1,2.11129077125162
1,2.27626973802886
0,2.33675074033159
0,2.056879913227
0,2.33116013783836
1,2.16200541950843
0,1.92699000912637
1,2.43643221406394
0,1.92181998980942
0,1.96624526735234
1,1.80667114252664
0,2.50934225403823
1,3.03652083831099
0,2.07951514563578
1,2.25713354193525
0,2.4629932765123
1,2.56075903401727
0,2.40060060662133
0,2.13506515156485
0,1.74840594436028
0,2.39062314986986
1,2.48593733839878
0,2.77344011320893
1,2.07445099425468
1,3.21837096701291
0,1.77109803823078
1,2.41619092176525
1,2.42236752595558
0,1.92937765387529
1,2.08871152575897
0,1.80855654863209
0,2.37427817913746
1,2.24772823107199
1,2.71297113671194
1,2.30388075806724
0,2.07137233640642
1,1.95196196356053
0,2.2259013404999
1,3.04818134134067
0,1.7101888040755
0,1.50653812277453
1,2.30790631660491
1,2.2462039026093
0,2.29878140511563
1,2.02536645362006
1,2.21253896277047
0,1.87606761419038
0,1.9560332486953
